country_iso3,rank_baseline,rank_alt,delta_rank,indicator_removed
ABW,62.0,,,IT.NET.USER.ZS
AFG,184.0,133.0,-51.0,IT.NET.USER.ZS
AGO,181.0,140.0,-41.0,IT.NET.USER.ZS
ALB,98.0,69.0,-29.0,IT.NET.USER.ZS
AND,59.0,54.0,-5.0,IT.NET.USER.ZS
ARE,17.0,47.0,30.0,IT.NET.USER.ZS
ARG,43.0,39.0,-4.0,IT.NET.USER.ZS
ARM,99.0,79.0,-20.0,IT.NET.USER.ZS
ASM,,,,IT.NET.USER.ZS
ATG,49.0,,,IT.NET.USER.ZS
AUS,5.0,1.0,-4.0,IT.NET.USER.ZS
AUT,29.0,31.0,2.0,IT.NET.USER.ZS
AZE,101.0,88.0,-13.0,IT.NET.USER.ZS
BDI,197.0,146.0,-51.0,IT.NET.USER.ZS
BEL,9.0,4.0,-5.0,IT.NET.USER.ZS
BEN,182.0,142.0,-40.0,IT.NET.USER.ZS
BFA,192.0,149.0,-43.0,IT.NET.USER.ZS
BGD,157.0,124.0,-33.0,IT.NET.USER.ZS
BGR,47.0,32.0,-15.0,IT.NET.USER.ZS
BHR,64.0,73.0,9.0,IT.NET.USER.ZS
BHS,74.0,,,IT.NET.USER.ZS
BIH,97.0,70.0,-27.0,IT.NET.USER.ZS
BLR,40.0,34.0,-6.0,IT.NET.USER.ZS
BLZ,121.0,83.0,-38.0,IT.NET.USER.ZS
BMU,44.0,50.0,6.0,IT.NET.USER.ZS
BOL,132.0,,,IT.NET.USER.ZS
BRA,85.0,66.0,-19.0,IT.NET.USER.ZS
BRB,66.0,51.0,-15.0,IT.NET.USER.ZS
BRN,89.0,82.0,-7.0,IT.NET.USER.ZS
BTN,134.0,116.0,-18.0,IT.NET.USER.ZS
BWA,108.0,120.0,12.0,IT.NET.USER.ZS
CAF,204.0,,,IT.NET.USER.ZS
CAN,34.0,16.0,-18.0,IT.NET.USER.ZS
CHE,15.0,13.0,-2.0,IT.NET.USER.ZS
CHL,42.0,40.0,-2.0,IT.NET.USER.ZS
CHN,83.0,,,IT.NET.USER.ZS
CIV,158.0,136.0,-22.0,IT.NET.USER.ZS
CMR,170.0,137.0,-33.0,IT.NET.USER.ZS
COD,196.0,,,IT.NET.USER.ZS
COG,162.0,,,IT.NET.USER.ZS
COL,88.0,71.0,-17.0,IT.NET.USER.ZS
COM,175.0,135.0,-40.0,IT.NET.USER.ZS
CPV,118.0,107.0,-11.0,IT.NET.USER.ZS
CRI,55.0,62.0,7.0,IT.NET.USER.ZS
CUB,142.0,112.0,-30.0,IT.NET.USER.ZS
CUW,71.0,,,IT.NET.USER.ZS
CYM,11.0,,,IT.NET.USER.ZS
CYP,27.0,28.0,1.0,IT.NET.USER.ZS
CZE,38.0,33.0,-5.0,IT.NET.USER.ZS
DEU,24.0,19.0,-5.0,IT.NET.USER.ZS
DJI,167.0,,,IT.NET.USER.ZS
DMA,65.0,,,IT.NET.USER.ZS
DNK,3.0,3.0,0.0,IT.NET.USER.ZS
DOM,120.0,98.0,-22.0,IT.NET.USER.ZS
DZA,130.0,85.0,-45.0,IT.NET.USER.ZS
ECU,116.0,80.0,-36.0,IT.NET.USER.ZS
EGY,138.0,117.0,-21.0,IT.NET.USER.ZS
ERI,202.0,153.0,-49.0,IT.NET.USER.ZS
ESP,23.0,12.0,-11.0,IT.NET.USER.ZS
EST,16.0,21.0,5.0,IT.NET.USER.ZS
ETH,199.0,,,IT.NET.USER.ZS
FIN,4.0,2.0,-2.0,IT.NET.USER.ZS
FJI,110.0,84.0,-26.0,IT.NET.USER.ZS
FRA,33.0,22.0,-11.0,IT.NET.USER.ZS
FRO,31.0,,,IT.NET.USER.ZS
FSM,172.0,,,IT.NET.USER.ZS
GAB,126.0,,,IT.NET.USER.ZS
GBR,19.0,14.0,-5.0,IT.NET.USER.ZS
GEO,60.0,52.0,-8.0,IT.NET.USER.ZS
GHA,145.0,125.0,-20.0,IT.NET.USER.ZS
GIB,6.0,,,IT.NET.USER.ZS
GIN,173.0,,,IT.NET.USER.ZS
GMB,149.0,,,IT.NET.USER.ZS
GNB,178.0,,,IT.NET.USER.ZS
GNQ,179.0,,,IT.NET.USER.ZS
GRC,18.0,5.0,-13.0,IT.NET.USER.ZS
GRD,81.0,48.0,-33.0,IT.NET.USER.ZS
GRL,79.0,,,IT.NET.USER.ZS
GTM,136.0,128.0,-8.0,IT.NET.USER.ZS
GUM,,,,IT.NET.USER.ZS
GUY,133.0,,,IT.NET.USER.ZS
HKG,1.0,17.0,16.0,IT.NET.USER.ZS
HND,156.0,129.0,-27.0,IT.NET.USER.ZS
HRV,54.0,37.0,-17.0,IT.NET.USER.ZS
HTI,183.0,,,IT.NET.USER.ZS
HUN,56.0,43.0,-13.0,IT.NET.USER.ZS
IDN,117.0,97.0,-20.0,IT.NET.USER.ZS
IMN,,,,IT.NET.USER.ZS
IND,147.0,118.0,-29.0,IT.NET.USER.ZS
IRL,22.0,10.0,-12.0,IT.NET.USER.ZS
IRN,95.0,93.0,-2.0,IT.NET.USER.ZS
IRQ,135.0,,,IT.NET.USER.ZS
ISL,14.0,11.0,-3.0,IT.NET.USER.ZS
ISR,50.0,49.0,-1.0,IT.NET.USER.ZS
ITA,52.0,44.0,-8.0,IT.NET.USER.ZS
JAM,112.0,110.0,-2.0,IT.NET.USER.ZS
JOR,128.0,108.0,-20.0,IT.NET.USER.ZS
JPN,32.0,38.0,6.0,IT.NET.USER.ZS
KAZ,76.0,72.0,-4.0,IT.NET.USER.ZS
KEN,164.0,131.0,-33.0,IT.NET.USER.ZS
KGZ,115.0,102.0,-13.0,IT.NET.USER.ZS
KHM,152.0,130.0,-22.0,IT.NET.USER.ZS
KIR,185.0,,,IT.NET.USER.ZS
KNA,26.0,27.0,1.0,IT.NET.USER.ZS
KOR,20.0,23.0,3.0,IT.NET.USER.ZS
KWT,68.0,92.0,24.0,IT.NET.USER.ZS
LAO,169.0,132.0,-37.0,IT.NET.USER.ZS
LBN,127.0,105.0,-22.0,IT.NET.USER.ZS
LBR,194.0,,,IT.NET.USER.ZS
LBY,63.0,,,IT.NET.USER.ZS
LCA,122.0,100.0,-22.0,IT.NET.USER.ZS
LIE,21.0,26.0,5.0,IT.NET.USER.ZS
LKA,129.0,109.0,-20.0,IT.NET.USER.ZS
LSO,159.0,134.0,-25.0,IT.NET.USER.ZS
LTU,37.0,36.0,-1.0,IT.NET.USER.ZS
LUX,41.0,46.0,5.0,IT.NET.USER.ZS
LVA,35.0,29.0,-6.0,IT.NET.USER.ZS
MAC,2.0,42.0,40.0,IT.NET.USER.ZS
MAF,,,,IT.NET.USER.ZS
MAR,113.0,104.0,-9.0,IT.NET.USER.ZS
MCO,10.0,6.0,-4.0,IT.NET.USER.ZS
MDA,77.0,63.0,-14.0,IT.NET.USER.ZS
MDG,200.0,151.0,-49.0,IT.NET.USER.ZS
MDV,90.0,101.0,11.0,IT.NET.USER.ZS
MEX,106.0,78.0,-28.0,IT.NET.USER.ZS
MHL,150.0,113.0,-37.0,IT.NET.USER.ZS
MKD,94.0,74.0,-20.0,IT.NET.USER.ZS
MLI,166.0,152.0,-14.0,IT.NET.USER.ZS
MLT,39.0,35.0,-4.0,IT.NET.USER.ZS
MMR,151.0,127.0,-24.0,IT.NET.USER.ZS
MNE,58.0,67.0,9.0,IT.NET.USER.ZS
MNG,102.0,68.0,-34.0,IT.NET.USER.ZS
MNP,,,,IT.NET.USER.ZS
MOZ,191.0,148.0,-43.0,IT.NET.USER.ZS
MRT,176.0,150.0,-26.0,IT.NET.USER.ZS
MUS,78.0,76.0,-2.0,IT.NET.USER.ZS
MWI,198.0,144.0,-54.0,IT.NET.USER.ZS
MYS,91.0,91.0,0.0,IT.NET.USER.ZS
NAM,137.0,119.0,-18.0,IT.NET.USER.ZS
NCL,96.0,,,IT.NET.USER.ZS
NER,203.0,155.0,-48.0,IT.NET.USER.ZS
NGA,160.0,,,IT.NET.USER.ZS
NIC,140.0,,,IT.NET.USER.ZS
NLD,7.0,7.0,0.0,IT.NET.USER.ZS
NOR,12.0,9.0,-3.0,IT.NET.USER.ZS
NPL,141.0,123.0,-18.0,IT.NET.USER.ZS
NRU,,,,IT.NET.USER.ZS
NZL,25.0,20.0,-5.0,IT.NET.USER.ZS
OMN,87.0,90.0,3.0,IT.NET.USER.ZS
PAK,186.0,141.0,-45.0,IT.NET.USER.ZS
PAN,84.0,96.0,12.0,IT.NET.USER.ZS
PER,105.0,75.0,-30.0,IT.NET.USER.ZS
PHL,125.0,114.0,-11.0,IT.NET.USER.ZS
PLW,109.0,81.0,-28.0,IT.NET.USER.ZS
PNG,187.0,,,IT.NET.USER.ZS
POL,48.0,41.0,-7.0,IT.NET.USER.ZS
PRI,80.0,55.0,-25.0,IT.NET.USER.ZS
PRK,,,,IT.NET.USER.ZS
PRT,36.0,24.0,-12.0,IT.NET.USER.ZS
PRY,111.0,,,IT.NET.USER.ZS
PSE,119.0,94.0,-25.0,IT.NET.USER.ZS
PYF,100.0,,,IT.NET.USER.ZS
QAT,86.0,95.0,9.0,IT.NET.USER.ZS
ROU,73.0,59.0,-14.0,IT.NET.USER.ZS
RUS,46.0,53.0,7.0,IT.NET.USER.ZS
RWA,180.0,143.0,-37.0,IT.NET.USER.ZS
SAU,53.0,58.0,5.0,IT.NET.USER.ZS
SDN,188.0,145.0,-43.0,IT.NET.USER.ZS
SEN,163.0,139.0,-24.0,IT.NET.USER.ZS
SGP,13.0,15.0,2.0,IT.NET.USER.ZS
SLB,171.0,,,IT.NET.USER.ZS
SLE,174.0,,,IT.NET.USER.ZS
SLV,123.0,121.0,-2.0,IT.NET.USER.ZS
SMR,69.0,60.0,-9.0,IT.NET.USER.ZS
SOM,195.0,,,IT.NET.USER.ZS
SRB,67.0,57.0,-10.0,IT.NET.USER.ZS
SSD,205.0,,,IT.NET.USER.ZS
STP,153.0,126.0,-27.0,IT.NET.USER.ZS
SUR,104.0,99.0,-5.0,IT.NET.USER.ZS
SVK,57.0,56.0,-1.0,IT.NET.USER.ZS
SVN,30.0,25.0,-5.0,IT.NET.USER.ZS
SWE,8.0,8.0,0.0,IT.NET.USER.ZS
SWZ,144.0,,,IT.NET.USER.ZS
SXM,,,,IT.NET.USER.ZS
SYC,61.0,61.0,0.0,IT.NET.USER.ZS
SYR,165.0,,,IT.NET.USER.ZS
TCA,,,,IT.NET.USER.ZS
TCD,201.0,154.0,-47.0,IT.NET.USER.ZS
TGO,177.0,138.0,-39.0,IT.NET.USER.ZS
THA,82.0,77.0,-5.0,IT.NET.USER.ZS
TJK,146.0,111.0,-35.0,IT.NET.USER.ZS
TKM,155.0,122.0,-33.0,IT.NET.USER.ZS
TLS,148.0,,,IT.NET.USER.ZS
TON,139.0,106.0,-33.0,IT.NET.USER.ZS
TTO,70.0,,,IT.NET.USER.ZS
TUN,107.0,115.0,8.0,IT.NET.USER.ZS
TUR,51.0,30.0,-21.0,IT.NET.USER.ZS
TUV,114.0,,,IT.NET.USER.ZS
TZA,190.0,147.0,-43.0,IT.NET.USER.ZS
UGA,189.0,,,IT.NET.USER.ZS
UKR,72.0,64.0,-8.0,IT.NET.USER.ZS
URY,45.0,45.0,0.0,IT.NET.USER.ZS
USA,28.0,18.0,-10.0,IT.NET.USER.ZS
UZB,124.0,103.0,-21.0,IT.NET.USER.ZS
VCT,103.0,87.0,-16.0,IT.NET.USER.ZS
VEN,131.0,,,IT.NET.USER.ZS
VGB,75.0,65.0,-10.0,IT.NET.USER.ZS
VIR,,,,IT.NET.USER.ZS
VNM,92.0,86.0,-6.0,IT.NET.USER.ZS
VUT,143.0,,,IT.NET.USER.ZS
WSM,154.0,,,IT.NET.USER.ZS
XKX,,,,IT.NET.USER.ZS
YEM,193.0,,,IT.NET.USER.ZS
ZAF,93.0,89.0,-4.0,IT.NET.USER.ZS
ZMB,168.0,,,IT.NET.USER.ZS
ZWE,161.0,,,IT.NET.USER.ZS
ABW,62.0,,,IT.CEL.SETS.P2
AFG,184.0,133.0,-51.0,IT.CEL.SETS.P2
AGO,181.0,140.0,-41.0,IT.CEL.SETS.P2
ALB,98.0,69.0,-29.0,IT.CEL.SETS.P2
AND,59.0,54.0,-5.0,IT.CEL.SETS.P2
ARE,17.0,47.0,30.0,IT.CEL.SETS.P2
ARG,43.0,39.0,-4.0,IT.CEL.SETS.P2
ARM,99.0,79.0,-20.0,IT.CEL.SETS.P2
ASM,,,,IT.CEL.SETS.P2
ATG,49.0,,,IT.CEL.SETS.P2
AUS,5.0,1.0,-4.0,IT.CEL.SETS.P2
AUT,29.0,31.0,2.0,IT.CEL.SETS.P2
AZE,101.0,88.0,-13.0,IT.CEL.SETS.P2
BDI,197.0,146.0,-51.0,IT.CEL.SETS.P2
BEL,9.0,4.0,-5.0,IT.CEL.SETS.P2
BEN,182.0,142.0,-40.0,IT.CEL.SETS.P2
BFA,192.0,149.0,-43.0,IT.CEL.SETS.P2
BGD,157.0,124.0,-33.0,IT.CEL.SETS.P2
BGR,47.0,32.0,-15.0,IT.CEL.SETS.P2
BHR,64.0,73.0,9.0,IT.CEL.SETS.P2
BHS,74.0,,,IT.CEL.SETS.P2
BIH,97.0,70.0,-27.0,IT.CEL.SETS.P2
BLR,40.0,34.0,-6.0,IT.CEL.SETS.P2
BLZ,121.0,83.0,-38.0,IT.CEL.SETS.P2
BMU,44.0,50.0,6.0,IT.CEL.SETS.P2
BOL,132.0,,,IT.CEL.SETS.P2
BRA,85.0,66.0,-19.0,IT.CEL.SETS.P2
BRB,66.0,51.0,-15.0,IT.CEL.SETS.P2
BRN,89.0,82.0,-7.0,IT.CEL.SETS.P2
BTN,134.0,116.0,-18.0,IT.CEL.SETS.P2
BWA,108.0,120.0,12.0,IT.CEL.SETS.P2
CAF,204.0,,,IT.CEL.SETS.P2
CAN,34.0,16.0,-18.0,IT.CEL.SETS.P2
CHE,15.0,13.0,-2.0,IT.CEL.SETS.P2
CHL,42.0,40.0,-2.0,IT.CEL.SETS.P2
CHN,83.0,,,IT.CEL.SETS.P2
CIV,158.0,136.0,-22.0,IT.CEL.SETS.P2
CMR,170.0,137.0,-33.0,IT.CEL.SETS.P2
COD,196.0,,,IT.CEL.SETS.P2
COG,162.0,,,IT.CEL.SETS.P2
COL,88.0,71.0,-17.0,IT.CEL.SETS.P2
COM,175.0,135.0,-40.0,IT.CEL.SETS.P2
CPV,118.0,107.0,-11.0,IT.CEL.SETS.P2
CRI,55.0,62.0,7.0,IT.CEL.SETS.P2
CUB,142.0,112.0,-30.0,IT.CEL.SETS.P2
CUW,71.0,,,IT.CEL.SETS.P2
CYM,11.0,,,IT.CEL.SETS.P2
CYP,27.0,28.0,1.0,IT.CEL.SETS.P2
CZE,38.0,33.0,-5.0,IT.CEL.SETS.P2
DEU,24.0,19.0,-5.0,IT.CEL.SETS.P2
DJI,167.0,,,IT.CEL.SETS.P2
DMA,65.0,,,IT.CEL.SETS.P2
DNK,3.0,3.0,0.0,IT.CEL.SETS.P2
DOM,120.0,98.0,-22.0,IT.CEL.SETS.P2
DZA,130.0,85.0,-45.0,IT.CEL.SETS.P2
ECU,116.0,80.0,-36.0,IT.CEL.SETS.P2
EGY,138.0,117.0,-21.0,IT.CEL.SETS.P2
ERI,202.0,153.0,-49.0,IT.CEL.SETS.P2
ESP,23.0,12.0,-11.0,IT.CEL.SETS.P2
EST,16.0,21.0,5.0,IT.CEL.SETS.P2
ETH,199.0,,,IT.CEL.SETS.P2
FIN,4.0,2.0,-2.0,IT.CEL.SETS.P2
FJI,110.0,84.0,-26.0,IT.CEL.SETS.P2
FRA,33.0,22.0,-11.0,IT.CEL.SETS.P2
FRO,31.0,,,IT.CEL.SETS.P2
FSM,172.0,,,IT.CEL.SETS.P2
GAB,126.0,,,IT.CEL.SETS.P2
GBR,19.0,14.0,-5.0,IT.CEL.SETS.P2
GEO,60.0,52.0,-8.0,IT.CEL.SETS.P2
GHA,145.0,125.0,-20.0,IT.CEL.SETS.P2
GIB,6.0,,,IT.CEL.SETS.P2
GIN,173.0,,,IT.CEL.SETS.P2
GMB,149.0,,,IT.CEL.SETS.P2
GNB,178.0,,,IT.CEL.SETS.P2
GNQ,179.0,,,IT.CEL.SETS.P2
GRC,18.0,5.0,-13.0,IT.CEL.SETS.P2
GRD,81.0,48.0,-33.0,IT.CEL.SETS.P2
GRL,79.0,,,IT.CEL.SETS.P2
GTM,136.0,128.0,-8.0,IT.CEL.SETS.P2
GUM,,,,IT.CEL.SETS.P2
GUY,133.0,,,IT.CEL.SETS.P2
HKG,1.0,17.0,16.0,IT.CEL.SETS.P2
HND,156.0,129.0,-27.0,IT.CEL.SETS.P2
HRV,54.0,37.0,-17.0,IT.CEL.SETS.P2
HTI,183.0,,,IT.CEL.SETS.P2
HUN,56.0,43.0,-13.0,IT.CEL.SETS.P2
IDN,117.0,97.0,-20.0,IT.CEL.SETS.P2
IMN,,,,IT.CEL.SETS.P2
IND,147.0,118.0,-29.0,IT.CEL.SETS.P2
IRL,22.0,10.0,-12.0,IT.CEL.SETS.P2
IRN,95.0,93.0,-2.0,IT.CEL.SETS.P2
IRQ,135.0,,,IT.CEL.SETS.P2
ISL,14.0,11.0,-3.0,IT.CEL.SETS.P2
ISR,50.0,49.0,-1.0,IT.CEL.SETS.P2
ITA,52.0,44.0,-8.0,IT.CEL.SETS.P2
JAM,112.0,110.0,-2.0,IT.CEL.SETS.P2
JOR,128.0,108.0,-20.0,IT.CEL.SETS.P2
JPN,32.0,38.0,6.0,IT.CEL.SETS.P2
KAZ,76.0,72.0,-4.0,IT.CEL.SETS.P2
KEN,164.0,131.0,-33.0,IT.CEL.SETS.P2
KGZ,115.0,102.0,-13.0,IT.CEL.SETS.P2
KHM,152.0,130.0,-22.0,IT.CEL.SETS.P2
KIR,185.0,,,IT.CEL.SETS.P2
KNA,26.0,27.0,1.0,IT.CEL.SETS.P2
KOR,20.0,23.0,3.0,IT.CEL.SETS.P2
KWT,68.0,92.0,24.0,IT.CEL.SETS.P2
LAO,169.0,132.0,-37.0,IT.CEL.SETS.P2
LBN,127.0,105.0,-22.0,IT.CEL.SETS.P2
LBR,194.0,,,IT.CEL.SETS.P2
LBY,63.0,,,IT.CEL.SETS.P2
LCA,122.0,100.0,-22.0,IT.CEL.SETS.P2
LIE,21.0,26.0,5.0,IT.CEL.SETS.P2
LKA,129.0,109.0,-20.0,IT.CEL.SETS.P2
LSO,159.0,134.0,-25.0,IT.CEL.SETS.P2
LTU,37.0,36.0,-1.0,IT.CEL.SETS.P2
LUX,41.0,46.0,5.0,IT.CEL.SETS.P2
LVA,35.0,29.0,-6.0,IT.CEL.SETS.P2
MAC,2.0,42.0,40.0,IT.CEL.SETS.P2
MAF,,,,IT.CEL.SETS.P2
MAR,113.0,104.0,-9.0,IT.CEL.SETS.P2
MCO,10.0,6.0,-4.0,IT.CEL.SETS.P2
MDA,77.0,63.0,-14.0,IT.CEL.SETS.P2
MDG,200.0,151.0,-49.0,IT.CEL.SETS.P2
MDV,90.0,101.0,11.0,IT.CEL.SETS.P2
MEX,106.0,78.0,-28.0,IT.CEL.SETS.P2
MHL,150.0,113.0,-37.0,IT.CEL.SETS.P2
MKD,94.0,74.0,-20.0,IT.CEL.SETS.P2
MLI,166.0,152.0,-14.0,IT.CEL.SETS.P2
MLT,39.0,35.0,-4.0,IT.CEL.SETS.P2
MMR,151.0,127.0,-24.0,IT.CEL.SETS.P2
MNE,58.0,67.0,9.0,IT.CEL.SETS.P2
MNG,102.0,68.0,-34.0,IT.CEL.SETS.P2
MNP,,,,IT.CEL.SETS.P2
MOZ,191.0,148.0,-43.0,IT.CEL.SETS.P2
MRT,176.0,150.0,-26.0,IT.CEL.SETS.P2
MUS,78.0,76.0,-2.0,IT.CEL.SETS.P2
MWI,198.0,144.0,-54.0,IT.CEL.SETS.P2
MYS,91.0,91.0,0.0,IT.CEL.SETS.P2
NAM,137.0,119.0,-18.0,IT.CEL.SETS.P2
NCL,96.0,,,IT.CEL.SETS.P2
NER,203.0,155.0,-48.0,IT.CEL.SETS.P2
NGA,160.0,,,IT.CEL.SETS.P2
NIC,140.0,,,IT.CEL.SETS.P2
NLD,7.0,7.0,0.0,IT.CEL.SETS.P2
NOR,12.0,9.0,-3.0,IT.CEL.SETS.P2
NPL,141.0,123.0,-18.0,IT.CEL.SETS.P2
NRU,,,,IT.CEL.SETS.P2
NZL,25.0,20.0,-5.0,IT.CEL.SETS.P2
OMN,87.0,90.0,3.0,IT.CEL.SETS.P2
PAK,186.0,141.0,-45.0,IT.CEL.SETS.P2
PAN,84.0,96.0,12.0,IT.CEL.SETS.P2
PER,105.0,75.0,-30.0,IT.CEL.SETS.P2
PHL,125.0,114.0,-11.0,IT.CEL.SETS.P2
PLW,109.0,81.0,-28.0,IT.CEL.SETS.P2
PNG,187.0,,,IT.CEL.SETS.P2
POL,48.0,41.0,-7.0,IT.CEL.SETS.P2
PRI,80.0,55.0,-25.0,IT.CEL.SETS.P2
PRK,,,,IT.CEL.SETS.P2
PRT,36.0,24.0,-12.0,IT.CEL.SETS.P2
PRY,111.0,,,IT.CEL.SETS.P2
PSE,119.0,94.0,-25.0,IT.CEL.SETS.P2
PYF,100.0,,,IT.CEL.SETS.P2
QAT,86.0,95.0,9.0,IT.CEL.SETS.P2
ROU,73.0,59.0,-14.0,IT.CEL.SETS.P2
RUS,46.0,53.0,7.0,IT.CEL.SETS.P2
RWA,180.0,143.0,-37.0,IT.CEL.SETS.P2
SAU,53.0,58.0,5.0,IT.CEL.SETS.P2
SDN,188.0,145.0,-43.0,IT.CEL.SETS.P2
SEN,163.0,139.0,-24.0,IT.CEL.SETS.P2
SGP,13.0,15.0,2.0,IT.CEL.SETS.P2
SLB,171.0,,,IT.CEL.SETS.P2
SLE,174.0,,,IT.CEL.SETS.P2
SLV,123.0,121.0,-2.0,IT.CEL.SETS.P2
SMR,69.0,60.0,-9.0,IT.CEL.SETS.P2
SOM,195.0,,,IT.CEL.SETS.P2
SRB,67.0,57.0,-10.0,IT.CEL.SETS.P2
SSD,205.0,,,IT.CEL.SETS.P2
STP,153.0,126.0,-27.0,IT.CEL.SETS.P2
SUR,104.0,99.0,-5.0,IT.CEL.SETS.P2
SVK,57.0,56.0,-1.0,IT.CEL.SETS.P2
SVN,30.0,25.0,-5.0,IT.CEL.SETS.P2
SWE,8.0,8.0,0.0,IT.CEL.SETS.P2
SWZ,144.0,,,IT.CEL.SETS.P2
SXM,,,,IT.CEL.SETS.P2
SYC,61.0,61.0,0.0,IT.CEL.SETS.P2
SYR,165.0,,,IT.CEL.SETS.P2
TCA,,,,IT.CEL.SETS.P2
TCD,201.0,154.0,-47.0,IT.CEL.SETS.P2
TGO,177.0,138.0,-39.0,IT.CEL.SETS.P2
THA,82.0,77.0,-5.0,IT.CEL.SETS.P2
TJK,146.0,111.0,-35.0,IT.CEL.SETS.P2
TKM,155.0,122.0,-33.0,IT.CEL.SETS.P2
TLS,148.0,,,IT.CEL.SETS.P2
TON,139.0,106.0,-33.0,IT.CEL.SETS.P2
TTO,70.0,,,IT.CEL.SETS.P2
TUN,107.0,115.0,8.0,IT.CEL.SETS.P2
TUR,51.0,30.0,-21.0,IT.CEL.SETS.P2
TUV,114.0,,,IT.CEL.SETS.P2
TZA,190.0,147.0,-43.0,IT.CEL.SETS.P2
UGA,189.0,,,IT.CEL.SETS.P2
UKR,72.0,64.0,-8.0,IT.CEL.SETS.P2
URY,45.0,45.0,0.0,IT.CEL.SETS.P2
USA,28.0,18.0,-10.0,IT.CEL.SETS.P2
UZB,124.0,103.0,-21.0,IT.CEL.SETS.P2
VCT,103.0,87.0,-16.0,IT.CEL.SETS.P2
